Date,High,Low,Open,Close,Volume,Adj Close
2015-01-01,1283.5,1270.5,1283.5,1272.7750244140625,366830.0,1112.7740478515625
2015-01-02,1295.4749755859375,1275.300048828125,1275.5,1289.7249755859375,925740.0,1127.5927734375
2015-01-05,1299.949951171875,1262.324951171875,1290.5,1270.125,1754242.0,1110.45703125
2015-01-06,1264.550048828125,1220.0,1264.550048828125,1223.300048828125,2423784.0,1069.5184326171875
2015-01-07,1239.574951171875,1203.7249755859375,1235.0,1208.8499755859375,2636332.0,1056.88525390625
2015-01-08,1224.5,1210.2750244140625,1221.199951171875,1221.9000244140625,1565408.0,1068.2950439453125
2015-01-09,1259.949951171875,1225.0,1227.5,1256.1500244140625,3197642.0,1098.23876953125
2015-01-12,1264.0,1240.125,1258.5,1254.8499755859375,1596006.0,1097.102294921875
2015-01-13,1265.199951171875,1240.050048828125,1260.0,1248.949951171875,1468432.0,1091.94384765625
2015-01-14,1265.9000244140625,1250.25,1258.0,1260.9749755859375,1787096.0,1102.457275390625
2015-01-15,1290.875,1261.625,1266.5,1269.550048828125,5009920.0,1109.9541015625
2015-01-16,1272.5,1242.1500244140625,1271.8499755859375,1266.074951171875,5293830.0,1106.916259765625
2015-01-19,1275.5,1251.5,1268.0,1255.5,1135074.0,1097.6705322265625
2015-01-20,1265.0,1241.625,1260.0,1250.2249755859375,2058566.0,1093.05859375
2015-01-21,1261.0,1244.125,1261.0,1256.9000244140625,2310480.0,1098.8944091796875
2015-01-22,1260.625,1247.75,1258.25,1256.7750244140625,2113214.0,1098.7852783203125
2015-01-23,1266.0250244140625,1248.050048828125,1257.0,1251.800048828125,3150380.0,1094.4356689453125
2015-01-27,1257.5,1244.7750244140625,1256.175048828125,1251.0250244140625,2738736.0,1095.94677734375
2015-01-28,1272.449951171875,1251.449951171875,1251.5,1269.800048828125,3121980.0,1112.39453125
2015-01-29,1284.3499755859375,1256.449951171875,1269.0,1272.324951171875,3734392.0,1114.6064453125
2015-01-30,1287.5,1235.0,1280.3499755859375,1241.0250244140625,5817402.0,1087.1868896484375
2015-02-02,1260.7249755859375,1231.0250244140625,1241.0,1257.0999755859375,3181802.0,1101.2689208984375
2015-02-03,1282.5,1253.550048828125,1255.824951171875,1279.125,2345054.0,1120.5635986328125
2015-02-04,1285.8499755859375,1251.050048828125,1284.0,1257.1500244140625,2245418.0,1101.3126220703125
2015-02-05,1295.8499755859375,1259.5,1260.0,1276.199951171875,4530168.0,1118.001220703125
2015-02-06,1297.4000244140625,1275.425048828125,1276.5,1287.875,2136416.0,1128.228759765625
2015-02-09,1284.550048828125,1250.0,1280.75,1256.449951171875,2076432.0,1100.699462890625
2015-02-10,1263.125,1216.5,1255.0,1220.574951171875,3799054.0,1069.271728515625
2015-02-11,1243.625,1223.625,1227.5250244140625,1229.949951171875,2937522.0,1077.4842529296875
2015-02-12,1239.9000244140625,1223.5,1239.9000244140625,1231.074951171875,3107980.0,1078.4697265625
2015-02-13,1273.875,1230.125,1235.0,1269.375,4158326.0,1112.02197265625
2015-02-16,1297.5,1277.5,1280.0,1292.4000244140625,2364392.0,1132.1932373046875
2015-02-18,1321.5,1282.625,1292.5250244140625,1317.824951171875,2660014.0,1154.4661865234375
2015-02-19,1343.6500244140625,1317.5,1318.0,1340.5250244140625,2618002.0,1174.35205078125
2015-02-20,1349.4000244140625,1321.125,1349.4000244140625,1337.7750244140625,1801588.0,1171.943359375
2015-02-23,1361.0,1335.5,1335.5,1348.324951171875,1614892.0,1181.185546875
2015-02-24,1365.0,1339.5,1347.0,1352.375,2199922.0,1184.733154296875
2015-02-25,1361.0,1333.925048828125,1355.0,1336.0999755859375,1767994.0,1170.4759521484375
2015-02-26,1346.375,1312.675048828125,1339.5,1328.2249755859375,1991994.0,1163.576904296875
2015-02-27,1337.875,1308.1500244140625,1329.7249755859375,1331.175048828125,2877376.0,1166.161376953125
2015-03-02,1354.4749755859375,1326.2750244140625,1339.8499755859375,1334.699951171875,2176038.0,1169.2493896484375
2015-03-03,1395.0,1338.074951171875,1341.0,1388.0,3424308.0,1215.9423828125
2015-03-04,1406.050048828125,1357.824951171875,1394.0,1373.0,3862994.0,1202.8018798828125
2015-03-05,1385.3499755859375,1340.5250244140625,1375.0,1348.2249755859375,2173514.0,1181.0982666015625
2015-03-09,1339.9000244140625,1305.0,1320.0,1323.4000244140625,2883174.0,1159.3502197265625
2015-03-10,1339.125,1297.625,1324.449951171875,1321.3499755859375,3037052.0,1157.55419921875
2015-03-11,1329.9749755859375,1298.9000244140625,1321.0,1303.2750244140625,2240200.0,1141.7200927734375
2015-03-12,1312.449951171875,1295.050048828125,1311.949951171875,1309.5250244140625,1827636.0,1147.1953125
2015-03-13,1319.9749755859375,1287.5,1319.0,1291.175048828125,1586838.0,1131.1197509765625
2015-03-16,1305.0,1276.0,1292.5999755859375,1281.1500244140625,1556296.0,1122.3375244140625
2015-03-17,1303.3499755859375,1278.875,1291.25,1291.8499755859375,1267318.0,1131.7109375
2015-03-18,1299.7249755859375,1275.8499755859375,1295.4749755859375,1279.675048828125,1255170.0,1121.04541015625
2015-03-19,1302.925048828125,1284.050048828125,1288.0,1298.125,2448964.0,1137.208251953125
2015-03-20,1309.0,1289.425048828125,1298.0,1305.4749755859375,1963908.0,1143.6474609375
2015-03-23,1315.5,1303.0,1308.0,1308.574951171875,1566608.0,1146.3629150390625
2015-03-24,1318.5,1291.050048828125,1315.0,1295.6500244140625,2394878.0,1135.040283203125
2015-03-25,1307.0,1272.5999755859375,1295.699951171875,1286.875,2224858.0,1127.352783203125
2015-03-26,1293.3499755859375,1250.5,1276.6500244140625,1256.550048828125,3091642.0,1100.7869873046875
2015-03-27,1285.949951171875,1252.050048828125,1265.5,1257.4000244140625,2751776.0,1101.53173828125
2015-03-30,1284.949951171875,1260.0,1262.5,1282.074951171875,1339006.0,1123.14794921875
2015-03-31,1284.7249755859375,1260.5,1284.7249755859375,1276.9749755859375,2427028.0,1118.68017578125
2015-04-01,1281.800048828125,1261.125,1279.0,1271.324951171875,2075758.0,1113.7303466796875
2015-04-06,1281.449951171875,1250.050048828125,1279.0,1273.6500244140625,1568542.0,1115.7672119140625
2015-04-07,1299.5,1272.0,1281.2249755859375,1292.5,1886922.0,1132.2808837890625
2015-04-08,1328.25,1295.425048828125,1297.0,1320.699951171875,1652134.0,1156.984619140625
2015-04-09,1343.7249755859375,1317.574951171875,1329.5,1332.2750244140625,2544450.0,1167.125244140625
2015-04-10,1335.4000244140625,1314.0,1324.25,1326.875,1815544.0,1162.3944091796875
2015-04-13,1332.5,1314.0,1332.0,1327.75,1308642.0,1163.1612548828125
2015-04-15,1356.949951171875,1304.699951171875,1327.3499755859375,1313.875,2913934.0,1151.0062255859375
2015-04-16,1313.5,1285.675048828125,1313.4749755859375,1291.4000244140625,3217570.0,1131.3167724609375
2015-04-17,1280.0,1235.0,1278.550048828125,1237.425048828125,9668742.0,1084.03271484375
2015-04-20,1241.949951171875,1212.425048828125,1240.0250244140625,1214.4000244140625,2890722.0,1063.8621826171875
2015-04-21,1226.0,1200.5,1214.4000244140625,1213.5250244140625,2546032.0,1063.0953369140625
2015-04-22,1236.5,1203.7750244140625,1215.75,1222.550048828125,4186812.0,1071.0018310546875
2015-04-23,1239.9000244140625,1215.8499755859375,1236.0,1228.625,4342990.0,1076.32373046875
2015-04-24,1257.0,1223.7750244140625,1227.6500244140625,1246.5250244140625,3625158.0,1092.0048828125
2015-04-27,1260.0,1243.0,1249.75,1250.0999755859375,2733052.0,1095.1363525390625
2015-04-28,1255.0,1227.550048828125,1255.0,1247.5,3088298.0,1092.85888671875
2015-04-29,1247.5,1225.5250244140625,1242.0,1243.6500244140625,2019620.0,1089.48583984375
2015-04-30,1245.0,1213.550048828125,1240.0,1231.8499755859375,3738054.0,1079.148681640625
2015-05-04,1252.4000244140625,1228.5999755859375,1245.5,1240.7750244140625,1890630.0,1086.9676513671875
2015-05-05,1268.2249755859375,1250.0,1250.5,1258.925048828125,3255070.0,1102.867431640625
2015-05-06,1257.5,1227.9000244140625,1257.5,1231.5250244140625,3394406.0,1078.864013671875
2015-05-07,1276.875,1226.8499755859375,1232.449951171875,1272.625,3205028.0,1114.8692626953125
2015-05-08,1294.0,1258.1500244140625,1280.0,1263.625,3003664.0,1106.9852294921875
2015-05-11,1281.5250244140625,1262.5,1267.5,1278.0,2573082.0,1119.5780029296875
2015-05-12,1282.5,1256.5,1280.0,1261.449951171875,2467386.0,1105.0797119140625
2015-05-13,1273.5,1240.2249755859375,1273.5,1257.699951171875,1863774.0,1101.79443359375
2015-05-14,1260.0,1242.5,1260.0,1249.625,1309050.0,1094.72021484375
2015-05-15,1266.199951171875,1250.5,1257.5,1255.574951171875,1461454.0,1099.9329833984375
2015-05-18,1262.625,1248.550048828125,1257.050048828125,1260.199951171875,4507752.0,1103.9842529296875
2015-05-19,1265.0,1248.375,1259.699951171875,1256.3499755859375,1957722.0,1100.6121826171875
2015-05-20,1284.949951171875,1258.449951171875,1260.0,1278.5250244140625,1897814.0,1120.0379638671875
2015-05-21,1290.0,1274.074951171875,1278.5,1277.75,1579578.0,1119.3592529296875
2015-05-22,1314.375,1269.625,1275.0,1308.949951171875,2691632.0,1146.691650390625
2015-05-25,1318.449951171875,1292.8499755859375,1310.0,1300.5,982978.0,1139.2889404296875
2015-05-26,1311.625,1294.449951171875,1302.5,1304.425048828125,1961740.0,1142.7274169921875
2015-05-27,1316.574951171875,1296.0,1304.0,1307.625,1620690.0,1145.5306396484375
2015-05-28,1311.5,1291.125,1301.949951171875,1304.75,2763608.0,1143.0120849609375
2015-05-29,1324.300048828125,1298.625,1308.5,1305.1500244140625,4423532.0,1143.3626708984375
2015-06-01,1323.550048828125,1304.175048828125,1304.7249755859375,1308.875,882264.0,1146.62548828125
2015-06-02,1315.0,1295.25,1308.0,1299.949951171875,3935820.0,1138.8072509765625
2015-06-03,1312.800048828125,1295.25,1302.0,1305.449951171875,1804684.0,1143.625244140625
2015-06-04,1311.4000244140625,1294.25,1308.550048828125,1302.824951171875,4131468.0,1141.32568359375
2015-06-05,1304.5,1285.0,1296.0,1287.925048828125,2308534.0,1138.7618408203125
2015-06-08,1295.0,1280.824951171875,1295.0,1288.7249755859375,1570320.0,1139.4686279296875
2015-06-09,1295.0,1275.5,1292.5,1280.824951171875,2578914.0,1132.48388671875
2015-06-10,1305.0,1281.9000244140625,1283.0,1300.375,2763350.0,1149.7696533203125
2015-06-11,1306.5,1278.375,1302.75,1285.6500244140625,1847336.0,1136.7503662109375
2015-06-12,1294.4749755859375,1238.4000244140625,1285.949951171875,1252.9000244140625,2571456.0,1107.79296875
2015-06-15,1260.2249755859375,1240.5,1252.6500244140625,1252.4000244140625,2525176.0,1107.35107421875
2015-06-16,1259.6500244140625,1247.2249755859375,1250.0,1256.0,1267396.0,1110.533935546875
2015-06-17,1264.574951171875,1250.9000244140625,1260.5,1256.9000244140625,1975720.0,1111.329833984375
2015-06-18,1273.1500244140625,1254.0,1257.5,1265.0250244140625,2165046.0,1118.5142822265625
2015-06-19,1277.5,1263.550048828125,1267.5,1274.7750244140625,1999610.0,1127.134521484375
2015-06-22,1300.0,1273.5,1273.5,1295.75,1102002.0,1145.68017578125
2015-06-23,1304.0,1283.5999755859375,1300.0,1287.300048828125,898318.0,1138.209228515625
2015-06-24,1293.949951171875,1279.425048828125,1290.0,1285.1500244140625,1170246.0,1136.30810546875
2015-06-25,1286.5,1272.074951171875,1281.0,1275.0,1930992.0,1127.33349609375
2015-06-26,1298.175048828125,1275.0999755859375,1275.0999755859375,1296.4000244140625,1290102.0,1146.2547607421875
2015-06-29,1302.0,1271.699951171875,1286.0,1296.449951171875,1372756.0,1146.2991943359375
2015-06-30,1294.375,1270.0,1292.5,1275.4749755859375,1549952.0,1127.75341796875
2015-07-01,1304.0,1278.375,1281.949951171875,1296.550048828125,1279708.0,1146.3876953125
2015-07-02,1301.4749755859375,1285.5250244140625,1300.0,1288.875,1445880.0,1139.6015625
2015-07-03,1305.0,1285.0,1286.5250244140625,1301.949951171875,963470.0,1151.1622314453125
2015-07-06,1322.5,1290.1500244140625,1290.1500244140625,1316.6500244140625,1182338.0,1164.1600341796875
2015-07-07,1323.449951171875,1301.5,1316.375,1308.125,1642836.0,1156.6221923828125
2015-07-08,1310.8499755859375,1290.25,1298.9749755859375,1297.550048828125,2667850.0,1147.2718505859375
2015-07-09,1299.125,1253.324951171875,1297.5,1261.25,3934122.0,1115.176025390625
2015-07-10,1279.5,1227.5,1279.5,1237.175048828125,8263654.0,1093.889404296875
2015-07-13,1259.300048828125,1237.699951171875,1237.699951171875,1254.7750244140625,2280308.0,1109.450927734375
2015-07-14,1257.5,1245.0,1255.5,1249.75,1703274.0,1105.0076904296875
2015-07-15,1274.9749755859375,1250.0,1250.5,1272.875,2003660.0,1125.454833984375
2015-07-16,1279.425048828125,1263.300048828125,1271.8499755859375,1270.0999755859375,1456608.0,1123.0010986328125
